Day/Month/Year,BusStop,Pasengers
,Building A Gate 6,136
จันทร์ที่ 30 มกราคม 2566,7-Eleven Stop,714
,ETC office ,606
,Building A Gate 6,112
อังคารที่ 31 มกราคม 2566,7-Eleven Stop,887
,ETC office ,623
,Building A Gate 6,146
พุธที่ 1 กุมภาพันธ์ 2566,7-Eleven Stop,877
,ETC office ,602
,Building A Gate 6,108
พฤหัสบดีที่ 2 กุมภาพันธ์ 2566,7-Eleven Stop,830
,ETC office ,627
,Building A Gate 6,120
ศุกร์ที่ 3 กุมภาพันธ์ 2566,7-Eleven Stop,821
,ETC office ,580
,Building A Gate 6,126
จันทร์ที่ 6 กุมภาพันธ์ 2566,7-Eleven Stop,787
,ETC office ,629
,Building A Gate 6,126
อังคารที่ 7 กุมภาพันธ์ 2566,7-Eleven Stop,854
,ETC office ,665
,Building A Gate 6,125
พุธที่ 8 กุมภาพันธ์ 2566,7-Eleven Stop,666
,ETC office ,869
,Building A Gate 6,112
พฤหัสบดีที่ 9 กุมภาพันธ์ 2566,7-Eleven Stop,852
,ETC office ,627
,Building A Gate 6,95
ศุกร์ที่ 10 กุมภาพันธ์ 2566,7-Eleven Stop,831
,ETC office ,586
,Building A Gate 6,100
จันทร์ที่ 13 กุมภาพันธ์ 2566,7-Eleven Stop,811
,ETC office ,594
,Building A Gate 6,89
อังคารที่ 14 กุมภาพันธ์ 2566,7-Eleven Stop,847
,ETC office ,611
,Building A Gate 6,89
พุธที่ 15กุมภาพันธ์ 2566,7-Eleven Stop,750
,ETC office ,537
,Building A Gate 6,124
พฤหัสบดีที่ 16 กุมภาพันธ์ 2566,7-Eleven Stop,888
,ETC office ,639
,Building A Gate 6,146
ศุกร์ที่ 17 กุมภาพันธ์ 2566,7-Eleven Stop,791
,ETC office ,569
,Building A Gate 6,167
จันทร์ที่ 20 กุมภาพันธ์ 2566,7-Eleven Stop,947
,ETC office ,667
,Building A Gate 6,142
อังคารที่ 21 กุมภาพันธ์ 2566,7-Eleven Stop,965
,ETC office ,659
,Building A Gate 6,126
พุธที่ 22 กุมภาพันธ์ 2566,7-Eleven Stop,956
,ETC office ,667
,Building A Gate 6,193
พฤหัสบดีที่ 23 กุมภาพันธ์ 2566,7-Eleven Stop,928
,ETC office ,631
,Building A Gate 6,233
ศุกร์ที่ 24 กุมภาพันธ์ 2566,7-Eleven Stop,976
,ETC office ,685
,Building A Gate 6,233
จันทร์ที่ 27 กุมภาพันธ์ 2566,7-Eleven Stop,910
,ETC office ,643
,Building A Gate 6,238
อังคารที่ 28 กุมภาพันธ์ 2566,7-Eleven Stop,899
,ETC office ,650
,Building A Gate 6,124
พุธที่ 1 มีนาคม 2566,7-Eleven Stop,879
,ETC office ,594
,Building A Gate 6,140
พฤหัสบดีที่ 2 มีนาคม 2566,7-Eleven Stop,815
,ETC office ,635
,Building A Gate 6,145
ศุกร์ที่ 3 มีนาคม 2566,7-Eleven Stop,814
,ETC office ,623
,Building A Gate 6,104
อังคารที่ 7 มีนาคม 2566,7-Eleven Stop,913
,ETC office ,645
,Building A Gate 6,242
พุธที่ 8 มีนาคม 2566,7-Eleven Stop,870
,ETC office ,617
,Building A Gate 6,150
พฤหัสบดีที่ 9 มีนาคม 2566,7-Eleven Stop,828
,ETC office ,637
,Building A Gate 6,118
ศุกร์ที่ 10 มีนาคม 2566,7-Eleven Stop,900
,ETC office ,590
,Building A Gate 6,187
จันทร์ที่ 13 มีนาคม 2566,7-Eleven Stop,954
,ETC office ,624
,Building A Gate 6,186
อังคารที่ 14 มีนาคม 2566,7-Eleven Stop,943
,ETC office ,653
,Building A Gate 6,153
พุธที่ 15 มีนาคม 2566,7-Eleven Stop,1009
,ETC office ,676
,Building A Gate 6,195
พฤหัสบดีที่ 16 มีนาคม 2566,7-Eleven Stop,961
,ETC office ,610
,Building A Gate 6,181
ศุกร์ที่ 17 มีนาคม 2566,7-Eleven Stop,895
,ETC office ,621
,Building A Gate 6,236
จันทร์ที่ 20 มีนาคม 2566,7-Eleven Stop,938
,ETC office ,596
,Building A Gate 6,119
อังคารที่ 21 มีนาคม 2566,7-Eleven Stop,982
,ETC office ,643
,Building A Gate 6,89
พุธที่ 22 มีนาคม 2566,7-Eleven Stop,982
,ETC office ,586
,Building A Gate 6,129
พฤหัสบดีที่ 23 มีนาคม 2566,7-Eleven Stop,951
,ETC office ,567
,Building A Gate 6,107
ศุกร์ที่ 24 มีนาคม 2566,7-Eleven Stop,615
,ETC office ,518
,Building A Gate 6,111
จันทร์ที่ 27 มีนาคม 2566,7-Eleven Stop,961
,ETC office ,568
,Building A Gate 6,85
อังคารที่ 28 มีนาคม 2566,7-Eleven Stop,893
,ETC office ,611
,Building A Gate 6,113
พุธที่ 29 มีนาคม 2566,7-Eleven Stop,1009
,ETC office ,586
,Building A Gate 6,145
พฤหัสบดีที่ 30 มีนาคม 2566,7-Eleven Stop,895
,ETC office ,516
,Building A Gate 6,116
ศุกร์ที่ 31 มีนาคม 2566,7-Eleven Stop,870
,ETC office ,610
,Building A Gate 6,123
จันทร์ที่ 3 เมษายน 2566,7-Eleven Stop,888
,ETC office ,548
,Building A Gate 6,201
อังคารที่ 4 เมษายน 2566,7-Eleven Stop,938
,ETC office ,590
,Building A Gate 6,143
พุธที่ 5 เมษายน 2566,7-Eleven Stop,918
,ETC office ,
,Building A Gate 6,120
ศุกร์ที่ 7 เมษายน 2566,7-Eleven Stop,809
,ETC office ,567
,Building A Gate 6,128
จันทร์ที่ 10 เมษายน 2566,7-Eleven Stop,848
,ETC office ,729
,Building A Gate 6,188
อังคารที่ 11 เมษายน 2566,7-Eleven Stop,944
,ETC office ,650
,Building A Gate 6,200
พุธที่ 12 เมษายน 2566,7-Eleven Stop,869
,ETC office ,571
,Building A Gate 6,171
อังคารที่ 18 เมษายน 2566,7-Eleven Stop,917
,ETC office ,559
,Building A Gate 6,143
พุธที่ 19 เมษายน 2566,7-Eleven Stop,911
,ETC office ,627
,Building A Gate 6,176
พฤหัสบดีที่ 20 เมษายน 2566,7-Eleven Stop,1011
,ETC office ,436
,Building A Gate 6,195
ศุกร์ที่ 21 เมษายน 2566,7-Eleven Stop,1076
,ETC office ,681
,Building A Gate 6,200
จันทร์ที่ 24 เมษายน 2566,7-Eleven Stop,569
,ETC office ,865
,Building A Gate 6,99
อังคารที่ 25 เมษายน 2566,7-Eleven Stop,967
,ETC office ,573
,Building A Gate 6,149
พุธที่ 26 เมษายน 2566,7-Eleven Stop,840
,ETC office ,596
,Building A Gate 6,165
พฤหัสบดีที่ 27 เมษายน 2566,7-Eleven Stop,795
,ETC office ,560
,Building A Gate 6,143
ศุกร์ที่ 28 เมษายน 2566,7-Eleven Stop,773
,ETC office ,575
,Building A Gate 6,140
จันทร์ที่ 1 พฤษภาคม 2566,7-Eleven Stop,936
,ETC office ,577
,Building A Gate 6,142
อังคารที่ 2 พฤษภาคม 2566,7-Eleven Stop,"1,000"
,ETC office ,614
,Building A Gate 6,109
พุธที่ 3 พฤษภาคม 2566,7-Eleven Stop,"1,036"
,ETC office ,643
,Building A Gate 6,158
จันทร์ที่ 8 พฤษภาคม 2566,7-Eleven Stop,"1,034 "
,ETC office ,592
,Building A Gate 6,128
อังคารที่ 9 พฤษภาคม 2566,7-Eleven Stop,"1,012"
,ETC office ,600
,Building A Gate 6,161
พุธที่ 10 พฤษภาคม 2566,7-Eleven Stop,999
,ETC office ,548
,Building A Gate 6,174
พฤหัสบดีที่ 11 พฤษภาคม 2566,7-Eleven Stop,"1,069"
,ETC office ,547
,Building A Gate 6,133
ศุกร์ที่ 12 พฤษภาคม 2566,7-Eleven Stop,"1,081"
,ETC office ,600
,Building A Gate 6,249
จันทร์ที่ 15 พฤษภาคม 2566,7-Eleven Stop,914
,ETC office ,511
,Building A Gate 6,124
อังคารที่ 16 พฤษภาคม 2566,7-Eleven Stop,996
,ETC office ,507
,Building A Gate 6,95
พฤหัสบดีที่ 18 พฤษภาคม 2566,7-Eleven Stop,956
,ETC office ,546
,Building A Gate 6,96
ศุกร์ที่ 19 พฤษภาคม 2566,7-Eleven Stop,894
,ETC office ,548
,Building A Gate 6,106
จันทร์ที่ 22 พฤษภาคม 2566,7-Eleven Stop,931
,ETC office ,590
,Building A Gate 6,116
อังคารที่ 23 พฤษภาคม 2566,7-Eleven Stop,"1,021"
,ETC office ,609
,Building A Gate 6,110
พุธที่ 24 พฤษภาคม 2566,7-Eleven Stop,940
,ETC office ,597
,Building A Gate 6,115
พฤหัสบดีที่ 25 พฤษภาคม 2566,7-Eleven Stop,939
,ETC office ,540
,Building A Gate 6,100
ศุกร์ที่ 26 พฤษภาคม 2566,7-Eleven Stop,987
,ETC office ,571
,Building A Gate 6,142
จันทร์ที่ 29 พฤษภาคม 2566,7-Eleven Stop,975
,ETC office ,602
,Building A Gate 6,131
อังคารที่ 30 พฤษภาคม 2566,7-Eleven Stop,"1,026"
,ETC office ,588
,Building A Gate 6,147
พุธที่ 31 พฤษภาคม 2566,จำนวนผู้ใช้บริการรถไฟฟ้า​ บริเวณปากซอย​ 8,906
,ETC office ,546
,จำนวนผู้ใช้บริการรถไฟฟ้าบริเวณอาคาร A ประตู 7,131
พฤหัสบดีที่ 1 มิถุนายนน 2566,7-Eleven Stop,812
,ETC office ,632
,Building A Gate 6,159
ศุกร์ที่ 2 มิถุนายน 2566,7-Eleven Stop,800
,ETC office ,572
,Building A Gate 6,153
อังคารที่ 6 มิถุนายน 2566,7-Eleven Stop,904
,ETC office ,569
,Building A Gate 6,122
พุธที่ 7 มิถุนายน 2566,7-Eleven Stop,918
,ETC office ,
,Building A Gate 6,74
พฤหัสบดีที่ 8 มิถุนายนน 2566,7-Eleven Stop,908
,ETC office ,631
,Building A Gate 6,117
ศุกร์ที่ 9 มิถุนายน 2566,7-Eleven Stop,827
,ETC office ,518
,Building A Gate 6,75
จันทร์ที่ 12 มิถุนายน 2566,7-Eleven Stop,856
,ETC office ,535
,Building A Gate 6,79
อังคารที่ 13 มิถุนายน 2566,7-Eleven Stop,949
,ETC office ,643
,Building A Gate 6,157
พุธที่ 14 มิถุนายน 2566,7-Eleven Stop,435
,ETC office ,560
,Building A Gate 6,133
พฤหัสบดีที่ 15 มิถุนายน 2566,7-Eleven Stop,882
,ETC office ,574
,Building A Gate 6,127
ศุกร์ที่ 16 มิถุนายน 2566,7-Eleven Stop,943
,ETC office ,565
,Building A Gate 6,128
จันทร์ที่ 19 มิถุนายน 2566,7-Eleven Stop,910
,ETC office ,578
,Building A Gate 6,101
อังคารที่ 20 มิถุนายน 2566,7-Eleven Stop,954
,ETC office ,642
,Building A Gate 6,177
พุธที่ 21 มิถุนายน 2566,7-Eleven Stop,"1,071"
,ETC office ,650
,Building A Gate 6,274
พฤหัสบดีที่ 22 มิถุนายน 2566,7-Eleven Stop,819
,ETC office ,649
,Building A Gate 6,172
ศุกร์ที่ 23 มิถุนายน 2566,7-Eleven Stop,883
,ETC office ,628
,Building A Gate 6,172
จันทร์ที่ 26 มิถุนายน 2566,7-Eleven Stop,925
,ETC office ,582
,Building A Gate 6,157
อังคารที่ 27 มิถุนายน 2566,7-Eleven Stop,"1,018"
,ETC office ,677
,Building A Gate 6,285
พุธที่ 28 มิถนายน 2566,7-Eleven Stop,930
,ETC office ,718
,Building A Gate 6,189
พฤหัสบดีที่ 29 มิถุนายน 2566,7-Eleven Stop,881
,ETC office ,633
,Building A Gate 6,243
ศุกร์ที่ 30 มิถุนายน 2566,7-Eleven Stop,"1,010"
,ETC office ,658
,Building A Gate 6,269
จันทร์ที่ 3 กรกฎาคม 2566,7-Eleven Stop,750
,ETC office ,553
,Building A Gate 6,274
อังคารที่ 4 กรกฎาคม 2566,7-Eleven Stop,750
,ETC office ,775
,Building A Gate 6,77
พุธที่ 5 กรกฎาคม 2566,7-Eleven Stop,758
,ETC office ,552
,Building A Gate 6,98
พฤหัสบดีที่ 6 กรกฎาคม 2566,7-Eleven Stop,895
,ETC office ,559
,Building A Gate 6,88
ศุกร์ที่ 7 กรกฎาคม 2566,7-Eleven Stop,801
,ETC office ,591
,Building A Gate 6,94
จันทร์ที่ 10 กรกฎาคม 2566,7-Eleven Stop,847
,ETC office ,571
,Building A Gate 6,136
อังคารที่ 11 กรกฎาคม 2566,7-Eleven Stop,928
,ETC office ,562
,Building A Gate 6,99
พุธที่ 12 กรกฎาคม 2566,7-Eleven Stop,"1,009"
,ETC office ,599
,Building A Gate 6,94
พฤหัสบดีที่ 13 กรกฎาคม 2566,7-Eleven Stop,864
,ETC office ,533
,Building A Gate 6,145
ศุกร์ที่ 14 กรกฎาคม 2566,7-Eleven Stop,762
,ETC office ,520
,Building A Gate 6,109
จันทร์ที่ 17 กรกฎาคม 2566,7-Eleven Stop,842
,ETC office ,578
,Building A Gate 6,117
อังคารที่ 18 กรกฎาคม 2566,7-Eleven Stop,"1,063"
,ETC office ,624
,Building A Gate 6,161
พุธที่ 19 กรกฎาคม 2566,7-Eleven Stop,"1,068"
,ETC office ,561
,Building A Gate 6,153
พฤหัสบดีที่ 20 กรกฎาคม 2566,7-Eleven Stop,"1,024"
,ETC office ,647
,Building A Gate 6,169
ศุกร์ที่ 21 กรกฎาคม 2566,7-Eleven Stop,"1,094"
,ETC office ,619
,Building A Gate 6,170
จันทร์ที่ 24 กรกฎาคม 2566,7-Eleven Stop,968
,ETC office ,569
,Building A Gate 6,130
อังคารที่ 25 กรกฎาคม 2566,7-Eleven Stop,945
,ETC office ,569
,Building A Gate 6,135
พุธที่ 26 กรกฎาคม 2566,7-Eleven Stop,922
,ETC office ,563
,Building A Gate 6,172
พฤหัสบดีที่ 27 กรกฎาคม 2566,7-Eleven Stop,896
,ETC office ,591
,Building A Gate 6,181
พฤหัสบดีที่ 3 สิงหาคม 2566,7-Eleven Stop,825
,ETC office ,577
,Building A Gate 6,92
ศุกร์ที่ 4 สิงหาคม 2566,7-Eleven Stop,825
,ETC office ,582
,Building A Gate 6,123
จันทร์ที่ 7 สิงหาคม 2566,7-Eleven Stop,"1,001"
,ETC office ,547
,Building A Gate 6,128
อังคารที่ 8 สิงหาคม 2566,7-Eleven Stop,426
,ETC office ,432
,Building A Gate 6,69
พุธที่ 9 สิงหาคม 2566,7-Eleven Stop,864
,ETC office ,504
,Building A Gate 6,104
พฤหัสบดีที่ 10 สิงหาคม 2566,7-Eleven Stop,891
,ETC office ,537
,Building A Gate 6,111
ศุกร์ที่ 11 สิงหาคม 2566,7-Eleven Stop,919
,ETC office ,510
,Building A Gate 6,125
อังคารที่ 15 สิงหาคม 2566,7-Eleven Stop,817
,ETC office ,576
,Building A Gate 6,121
พุธที่ 16 สิงหาคม 2566,7-Eleven Stop,985
,ETC office ,673
,Building A Gate 6,188
พฤหัสบดีที่ 17 สิงหาคม 2566,7-Eleven Stop,947
,ETC office ,672
,Building A Gate 6,174
ศุกร์ที่ 18 สิงหาคม 2566,7-Eleven Stop,"1,043"
,ETC office ,629
,Building A Gate 6,199
จันทร์ที่ 21 สิงหาคม 2566,7-Eleven Stop,"1,049"
,ETC office ,585
,Building A Gate 6,114
อังคารที่ 22 สิงหาคม 2566,7-Eleven Stop,"1,077"
,ETC office ,640
,Building A Gate 6,156
พุธที่ 23 สิงหาคม 2566,7-Eleven Stop,860
,ETC office ,663
,Building A Gate 6,204
พฤหัสบดีที่ 24 สิงหาคม 2566,7-Eleven Stop,882
,ETC office ,591
,Building A Gate 6,153
ศุกร์ที่ 25 สิงหาคม 2566,7-Eleven Stop,853
,ETC office ,499
,Building A Gate 6,212
จันทร์ที่ 28 สิงหาคม 2566,7-Eleven Stop,920
,ETC office ,597
,Building A Gate 6,131
อังคารที่ 29 สิงหาคม 2566,7-Eleven Stop,843
,ETC office ,507
,Building A Gate 6,147
พุธที่ 30 สิงหาคม 2566,7-Eleven Stop,837
,ETC office ,579
,Building A Gate 6,209
พฤหัสบดีที่ 31 สิงหาคม 2566,7-Eleven Stop,916
,ETC office ,603
,Building A Gate 6,120
ศุกร์ที่ 1 กันยายน 2566,7-Eleven Stop,897
,ETC office ,590
,Building A Gate 6,134
จันทร์ที่ 4 กันยายน 2566,7-Eleven Stop,826
,ETC office ,384
,Building A Gate 6,117
อังคารที่ 5 กันยายน 2566,7-Eleven Stop,953
,ETC office ,570
,Building A Gate 6,117
พุธที่ 6 กันยายน 2566,7-Eleven Stop,915
,ETC office ,542
,Building A Gate 6,131
พฤหัสบดีที่ 7 กันยายน 2566,7-Eleven Stop,873
,ETC office ,487
,Building A Gate 6,144
ศุกร์ที่ 8 กันยายน 2566,7-Eleven Stop,863
,ETC office ,545
,Building A Gate 6,135
จันทร์ที่ 11 กันยายน 2566,7-Eleven Stop,780
,ETC office ,
,Building A Gate 6,106
อังคารที่ 12 กันยายน 2566,7-Eleven Stop,769
,ETC office ,
,Building A Gate 6,109
พุธที่ 13 กันยายน 2566,7-Eleven Stop,896
,ETC office ,555
,Building A Gate 6,93
พฤหัสบดีที่ 14 กันยายน 2566,7-Eleven Stop,835
,ETC office ,527
,Building A Gate 6,98
ศุกร์ที่ 15 กันยายน 2566,7-Eleven Stop,912
,ETC office ,89
,Building A Gate 6,548
จันทร์ที่ 18 กันยายน 2566,7-Eleven Stop,992
,ETC office ,614
,Building A Gate 6,166
อังคารที่ 19 กันยายน 2566,7-Eleven Stop,935
,ETC office ,593
,Building A Gate 6,192
พุธที่ 20 กันยายน 2566,7-Eleven Stop,819
,ETC office ,581
,Building A Gate 6,170
พฤหัสบดีที่ 21 กันยายน 2566,7-Eleven Stop,881
,ETC office ,582
,Building A Gate 6,137
ศุกร์ที่ 22 กันยายน 2566,7-Eleven Stop,536
,ETC office ,941
,Building A Gate 6,147
จันทร์ที่ 25 กันยายน 2566,7-Eleven Stop,941
,ETC office ,614
,Building A Gate 6,180
อังคารที่ 26 กันยายน 2566,7-Eleven Stop,991
,ETC office ,594
,Building A Gate 6,220
พุธที่ 27 กันยายน 2566,7-Eleven Stop,994
,ETC office ,617
,Building A Gate 6,194
พฤหัสบดีที่ 28 กันยายน 2566,7-Eleven Stop,879
,ETC office ,689
,Building A Gate 6,225
ศุกร์ที่ 29 กันยายน 2566,7-Eleven Stop,962
,ETC office ,730
,Building A Gate 6,207
จันทร์ที่ 2 ตุลาคม 2566,7-Eleven Stop,969
,ETC office ,615
,Building A Gate 6,83
อังคารที่ 3 ตุลาคม 2566,7-Eleven Stop,888
,ETC office ,465
,Building A Gate 6,80
พุธที่ 4 ตุลาคม 2566,7-Eleven Stop,872
,ETC office ,541
,Building A Gate 6,102
พฤหัสบดีที่ 5 ตุลาคม 2566,7-Eleven Stop,791
,ETC office ,494
,Building A Gate 6,76
ศุกร์ที่ 6 ตุลาคม 2566,7-Eleven Stop,816
,ETC office ,513
,Building A Gate 6,130
จันทร์ที่ 9 ตุลาคม 2566,7-Eleven Stop,848
,ETC office ,546
,Building A Gate 6,124
อังคารที่ 10 ตุลาคม 2566,7-Eleven Stop,727
,ETC office ,646
,Building A Gate 6,186
พุธที่ 11 ตุลาคม 2566,7-Eleven Stop,996
,ETC office ,533
,Building A Gate 6,151
